title	summary	website
A Metaproteomics Approach to Elucidate Host and Pathogen Protein Expression during Catheter-Associated Urinary Tract Infections	Long term-catheterization leads inevitably to a catheter-associated bacteriuria caused by multispecies bacterial biofilms growing on and in the catheters. The overall goal of the presented study was (I) to unravel bacterial community structure and function of such an uropathogenic biofilm and (II) to elucidate the interplay between bacterial virulence and the human immune system within the urine. To this end, a metaproteomics approach combined with in vitro proteomics analyses was employed to investigate both, the pro- and eukaryotic protein inventory. Our proteome analyses demonstrated that the biofilm of the investigated catheter is dominated by three bacterial species, i.e. Pseudomonas aeruginosa, Morganella morganii and Bacteroides sp., and identified iron limitation as one of the major challenges in the bladder environment. In vitro proteome analysis of P. aeruginosa and M. morganii isolated from the biofilm revealed that those opportunistic pathogens are able to overcome iron restriction via the production of siderophores and high expression of corresponding receptors. Notably, a comparison of in vivo and in vitro protein profiles of P. aeruginosa and M. morganii also indicated that the bacteria employ different strategies to adapt to the urinary tract. Whilst P. aeruginosa seems to express secreted and surface-exposed proteases to escape the human innate immune system and metabolizes amino acids, M. morganii is able to take up sugars and to degrade urea. Most interestingly, a comparison of urine protein profiles of three long-term catheterized patients and three healthy control persons demonstrated the elevated level of proteins associated to neutrophils, macrophages and complement system in the patient urine, which might point to a specific activation of the innate immune system in response to biofilm-associated urinary tract infections. We thus hypothesize that the often asymptomatic nature of CAUTI´s might be based on a fine-tuned balance between the expression of bacterial virulence factors and the human immune system. Long term-catheterization leads inevitably to a catheter-associated bacteriuria caused by multispecies bacterial biofilms growing on and in the catheters. The overall goal of the presented study was (I) to unravel bacterial community structure and function of such an uropathogenic biofilm and (II) to elucidate the interplay between bacterial virulence and the human immune system within the urine. To this end, a metaproteomics approach combined with in vitro proteomics analyses was employed to investigate both, the pro- and eukaryotic protein inventory. Our proteome analyses demonstrated that the biofilm of the investigated catheter is dominated by three bacterial species, i.e. Pseudomonas aeruginosa, Morganella morganii and Bacteroides sp., and identified iron limitation as one of the major challenges in the bladder environment. In vitro proteome analysis of P. aeruginosa and M. morganii isolated from the biofilm revealed that those opportunistic pathogens are able to overcome iron restriction via the production of siderophores and high expression of corresponding receptors. Notably, a comparison of in vivo and in vitro protein profiles of P. aeruginosa and M. morganii also indicated that the bacteria employ different strategies to adapt to the urinary tract. Whilst P. aeruginosa seems to express secreted and surface-exposed proteases to escape the human innate immune system and metabolizes amino acids, M. morganii is able to take up sugars and to degrade urea. Most interestingly, a comparison of urine protein profiles of three long-term catheterized patients and three healthy control persons demonstrated the elevated level of proteins associated to neutrophils, macrophages and complement system in the patient urine, which might point to a specific activation of the innate immune system in response to biofilm-associated urinary tract infections. We thus hypothesize that the often asymptomatic nature of CAUTI´s might be based on a fine-tuned balance between the expression of bacterial virulence factors and the human immune system.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD000164
Validation of alternatively spliced protein isoforms in human mesenchymal stem cells	Alternative splicing of mRNA diversifies the function of human proteins, with tissue- and cell-specific protein isoforms being the most difficult to validate. While transcriptomic experiments enable the detection of many alternatively spliced transcripts, it is not known if these transcripts have protein-coding potential. We recently published the PG Nexus pipeline, which facilitates high confidence validation of exons and exon-exon junctions of spliced transcripts by integrating transcriptomics and proteomics data. Using the PG Nexus, we analyzed undifferentiated human mesenchymal stem cells and compared the number of protein isoforms validated using different protein sequence database, including public online databases and RNA-seq derived databases. With significant overlaps with other databases, we identified 8,011 exons and 3,824 splice junctions with the Ensembl database. Both exonic and junction peptides were important for protein isoform validation. The Ensembl database consistently outperformed the other data sources, but predicted open reading frames from RNA-seq derived transcripts were comparable, with only 6 less splice junctions validated. Using proteotypic and isoform-specific peptides, we validated 462 protein isoforms. This number increases to 1,083 if multiple proteotypic peptides per protein are included. Multiplexing proteotypic peptides in SRM assays or similar experiments will increase the confidence and coverage of protein isoform validation experiments.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD001449
human salivary extracellulae vesicles LC-MS/MS	using a facile method to prepare human salivary extracellular vesicles, and using LC-MS/MS to analysis the salivary extracellular vesicles proteomic. then we compared the healty donors with the lung cancer to discover potential biomarker.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD003269
Comprehensive Assessment of Proteins Regulated by Dexamethasone Reveals Novel Effects in Primary Human Peripheral Blood Mononuclear Cells - Cytoplasmic Proteins of Untreated Cells	Inflammation is a physiological process involved in many diseases. Monitoring proteins involved in regulatory effects may help to improve our understanding of inflammation. We have analyzed proteome alterations induced in peripheral blood mononuclear cells (PBMCs) upon inflammatory activation in great detail using high resolution mass spectrometry. Moreover, the activated cells were treated with dexamethasone to investigate their response to this antiphlogistic drug. From a total of 6886 identified proteins, 469 proteins were significantly regulated upon inflammatory activation. Most of these proteins were counter-regulated by dexamethasone, with some exceptions concerning members of the interferon-induced protein family. To confirm some of these results, we performed targeted MRM analyses of selected peptides. The inflammation-induced up-regulation of proteins such as IL-1beta, IL-6, CXCL2 and GROα was confirmed, however with strong quantitative inter-individual differences. Furthermore, the inability of dexamethasone to down-regulate inflammation-induced proteins such as PTX3 and TSG6 was clearly demonstrated. In conclusion, the relation of cell function as well as drug-induced modulation thereof was successfully mapped to proteomes, suggesting targeted analysis as a novel and powerful drug evaluation method. While most consequences of dexamethasone were found compatible with the expected way of action, some unexpected but significant observations may relate with adverse effects.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD001416
Comprehensive Assessment of Proteins Regulated by Dexamethasone Reveals Novel Effects in Primary Human Peripheral Blood Mononuclear Cells - nuclear proteins of untreated cells	Inflammation is a physiological process involved in many diseases. Monitoring proteins involved in regulatory effects may help to improve our understanding of inflammation. We have analyzed proteome alterations induced in peripheral blood mononuclear cells (PBMCs) upon inflammatory activation in great detail using high resolution mass spectrometry. Moreover, the activated cells were treated with dexamethasone to investigate their response to this antiphlogistic drug. From a total of 6886 identified proteins, 469 proteins were significantly regulated upon inflammatory activation. Most of these proteins were counter-regulated by dexamethasone, with some exceptions concerning members of the interferon-induced protein family. To confirm some of these results, we performed targeted MRM analyses of selected peptides. The inflammation-induced up-regulation of proteins such as IL-1beta, IL-6, CXCL2 and GROα was confirmed, however with strong quantitative inter-individual differences. Furthermore, the inability of dexamethasone to down-regulate inflammation-induced proteins such as PTX3 and TSG6 was clearly demonstrated. In conclusion, the relation of cell function as well as drug-induced modulation thereof was successfully mapped to proteomes, suggesting targeted analysis as a novel and powerful drug evaluation method. While most consequences of dexamethasone were found compatible with the expected way of action, some unexpected but significant observations may relate with adverse effects.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD001415
Multi-omics analysis of serum samples demonstrates reprogramming of organ functions via systemic calcium mobilization and platelet activation in metastatic melanoma patients – proteins from serum samples of melanoma patients with high tumor load	Pathophysiology of cancer-associated syndroms such as cachexia is poorly understood and no routine biomarkers have been established, yet. Using shotgun proteomics, known marker molecules including PMEL, CRP, SAA and CSPG4 were found deregulated in patients with metastatic melanoma. Targeted analysis of 58 selected proteins with multiple reaction monitoring was applied for independent data verification. In three patients, two of which suffered from cachexia, a tissue damage signature was determined, consisting on nine proteins, PLTP, CD14, TIMP1, S10A8, S10A9, GP1BA, PTPRJ, CD44 and CO4A, as well as increased levels of glycine and asparagine, and decreased levels of polyunsaturated phosphatidylcholine concentrations, as determined by targeted metabolomics. Remarkably, these molecules are known to be involved in key processes of cancer cachexia. Based on these results, we propose a model how metastatic melanoma may lead to reprogramming of organ functions via formation of platelet activating factors from long-chain polyunsaturated phosphatidylcholines under oxidative conditions and via systemic induction of intracellular calcium mobilization. Calcium mobilization in platelets was demonstrated to regulate several of these marker molecules. Additionally, platelets from melanoma patients proved to be in a rather exhausted state, and platelet-derived eicosanoids implicated in tumor growth were found massively increased in blood from three melanoma patients. Platelets were thus identified as important source of serum protein and lipid alterations in late stage melanoma patients. As a result, the proposed model describes the crosstalk between lipolysis of fat tissue and muscle wasting mediated by oxidative stress, resulting in the metabolic deregulations characteristic for cachexia.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD004624
Proteomics and metabolomics reveal changes in cancer cells after alternation of SHMT2 expressions	In order to understand the underline mechanism of SHMT2 (serine hydroxymethyltransferase 2) effect on tumor growth, proteome and metabolome analysis were carried on a engineered HeLa cell line (HeLa-SHMT2-shSHMT2, short as HeLa-Ss), which has inducible SHMT2 over-expression or suppression by treating cell with tetracycline or IPTG, respectively.  SHMT2 over-expression in HeLa-ss cell increased cell proliferation in vitro and in vivo, deceased expression of several mitochondrial complex I and III proteins, and increased glycine and glutathione levels in cells.  BioID method identified more than 20 SHMT2 associated proteins that are involved in oxidation-reduction process.  These results indicate SHMT2 involves in the regulation of cellular redox balance. SHMT2 repression only reduced growth of cells under glycine depletion condition. It increased expression of several proteins involved in glutaminolysis and amino acid transporters, and elevated metabolites related to glutamine metabolism.  These results indicate tumor cells have a compensatory reaction after SHMT2 suppression.  Further reducing glycine levels in cells by sodium benzoate caused cell death in cultured cell and slightly reduced tumor growth in vivo.  Benzoate treatment induces more changes in protein expressions and metabolite levels and may be a new approach to inhibit tumor growth.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD004954
Comparative endometrial proteomics among fertile women, intrauterine device carriers, and recurrent implantation failure patients using iTRAQ methodology	Endometrial receptivity is imperative to achieving pregnancy in humans. A disruption in the development of endometrial receptivity is responsible for recurrent implantation failures (RIF) of endometrial origin. To further understand the molecular mechanisms behind the endometrial receptivity process, we used the 8-plex isobaric tag for relative and absolute quantitation (iTRAQ) method to compare and quantify the proteomes from endometrial biopsies of three different endometrial statuses (fertile women, IUD carriers and RIF patients). Overall, iTRAQ allowed to identify 1,889 non-redundant proteins. Of these, 188 were differentially expressed proteins (DEP) (p-value < 0.05) among the three endometrial groups. Pairwise comparisons revealed 133 significant DEP in fertile vs. IUD carriers and 158 DEP in RIF vs. IUD carriers. However, no DEP were identified between fertile and RIF patients. Western blot validation of three DEP involved in endometrial receptivity (Plastin 2, Lactotrasferrin, and Lysozyme) confirmed our iTRAQ results. Moreover, functional KEGG enrichment revealed that complement and coagulation cascades and peroxisome were the two most significant pathways for the RIF vs. IUD comparison and ribosome and spliceosome for the fertile vs. IUD comparison, as possible important pathways involved in the endometrial receptivity acquisition. Our findings confirm that an IUD introduces numerous changes in the endometrial protein profile when compared to fertile and RIF endometria, revealing some key proteins involved in endometrial receptivity. The lack of DEP between fertile and RIF patient endometria suggest either that idiopathic RIF may not have an endometrial origin, with other as-yet-unknown factors involved.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD011094
Direct evidence of milk consumption from ancient human dental calculus, St Helena	This study investigated the consumption of milk products in the archaeological record, utilizing human dental calculus as a reservoir of dietary proteins from archaeological samples from across Eurasia. Protein extraction and generation of tryptic peptides from dental calculus was performed using a filter-aided sample preparation (FASP) protocol, modified for ancient samples, on 92 samples of archaeological dental calculus. Samples were extracted at three laboratories; the Functional Genomics Centre Zürich (FGCZ), the Centre for GeoGenetics at the National History Museum of Denmark, and BioArCh at the University of York. Sample extracts were sequenced (LC-MS/MS) using an LTQ-Orbitrap Velos (FGCZ), a Q-Exactive Hybrid Quadrupole Orbitrap and an LTQ-Orbitrap Elite (Central Proteomics Facility, Target Discovery Institute, Oxford).	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD001357
BCL2 amplicon loss and super-enhancer remodeling drives ABT-199 resistance	Drug-tolerant “persister” tumor cells underlie the emergence of drug-resistant clones contribute to relapse and disease progression; thus, identifying actionable targets that disable persisters and mitigate relapse are a high priority need. Although the BCL2-targeting agent venetoclax (ABT-199) has shown promising responses in mantle cell and double hit B cell lymphomas, resistance often arises, yet mechanistically how this occurs is unclear. Here we report that ABT-199 resistance can evolve from persister clones that have selective deletions  at 18q21 that involve the drug target BCL2 and the apoptotic regulators Noxa (PMAIP1) and TCF4. Notably, reprogramming of super enhancers (SE) in persisters contributes to resistance, where there is a selection for SE-directed overexpression of the apoptotic regulator BCL2A1 and oncogenic transcription factors IKZF1 and FOXC1. At the same time, the SE reprogramming confers an opportunity for overcoming ABT-199 resistance.  An unbiased drug screen on a platform that recapitulates the lymphoma microenvironment revealed that persisters are vulnerable to inhibitors of transcription initiation and elongation, and especially so to inhibitors of cyclin-dependent kinase 7 (CDK7) that is essential for transcription initiation. Specifically, CDK7 loss or inhibition eliminated the persister phenotype by disabling SE-driven expression of BCL2A1, IKZF1 and FOXC1.  Thus, the co-treatment of ABT-199 with CDK7 inhibitors blocked the evolution of drug resistance, and provoked tumor regression in models of mantle cell lymphoma (MCL) and double hit lymphomas (DHL) that overexpress both MYC and BCL2. Together, these findings establish loss of apoptotic regulators and an adaptive transcriptional response as drug resistance mechanisms in lymphoma, more importantly, establish a rationale for transcription inhibition-based combination strategies to prevent and overcome drug resistance in B cell malignancies toward BCL2 inhibitor.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD010193
Liquid Chromatography Ion Mobility Mass Spectrometry analysis of CPTAC Comparator Reference sample CompRef P6	Proteomic discovery and targeted monitoring of proteins in a breast cancer xenograft tissue sample using LC Ion Mobility Mass Spectrometry.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD004569
Proteomic analysis of mucus from chronic rhinosinusitis patients with or without nasal polyps	Patients with chronic rhinosinusitis (CRS) have abnormal immune responses triggered by a variety of infectious agents, airborne toxins and fungi. Respiratory epithelial cells serve as relay stations capable of amplifying or augmenting cues received from external stimuli to nearby immune cells located in the sinus mucosa. Previous studies have identified increases in complement components and complement gene expression in the mucosa of patients with atopic CRS with nasal polyps (CRSwNP). As part of a larger study, we used shotgun proteomics to quantify changes in mucus proteins between patients with and without nasal polyps.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD004144
Proteomic analysis of urinary microvesicles reveal biomarkers for neurologic disease	Background- Extracellular vesicles (EVs) harbor thousands of proteins that hold promise for biomarker development. Usually difficult to purify, EVs in urine are relatively easily obtained and have demonstrated efficacy for kidney disease prediction. Herein, we further characterize the proteome of urinary EVs to explore the potential for biomarkers unrelated to kidney dysfunction, focusing on Parkinson’s disease (PD). Methods- Using a quantitative mass spectrometry approach, we measured urinary EV proteins from a discovery cohort of 50 subjects. EVs in urine were classified into subgroups and EV proteins were ranked by abundance and variability over time. Enriched pathways and ontologies in stable EV proteins were identified and proteins that predict PD were further measured in a cohort of 108 subjects.  Findings- Hundreds of commonly expressed urinary EV proteins with stable expression over time were distinguished from proteins expressed in few individual with high variability over time.  Bioinformatic analyses reveal a striking enrichment of endolysosomal proteins linked to Parkinson’s, Alzheimer’s, Huntington’s disease, and other neurologic disorders. Tissue and biofluid enrichment analyses show broad representation of EVs from across the body without bias towards kidney or urine proteins. Among the proteins linked to neurological diseases, SNAP23 and calbindin were the most elevated in PD cases with 86% prediction success for disease diagnosis in the discovery cohort and 76% prediction success in the replication cohort.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013710
Human Serum Immunoglobulin N-Glycosylation using nLC-MS/MS	Here we employ a nLC-MS/MS method to separate small amounts of purified immunoglobulins to characterize the N-glycan reportoire and site occupancy of bulk serum antibodies. Using this method, we have established, for the first time within individual donors, the N-linked glycan repotoire for bulk IgG1, IgG4, IgA1, IgA2 and IgM in healthy individuals. This is crucial for developing a platform to define disease-specific N-glycan signatures for different isotypes to help tune antibodes to induce protection.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD010911
TAF10 interacts with GATA1 transcription factor and controls mouse erythropoiesis	The stoichiometries of TFIID and SAGA (TAF10-containing complexes) have been quantified in mouse and human erythroid cells. TAF10 immunoprecipitations (IPs) have been carried out in erythroid cells at different stages of differentiation and development followed by quantitative mass spectrometry (MS). Interactions of TFIID and SAGA with several transcription factors and specifically with GATA-1 have been identified. GATA-1 immunoprecipitation (IP) in MEL cells also identified the reverse interactions with subunits of the TFIID and SAGA after MS analysis.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD000729
Transcriptomic and Proteomic Response of HC-04 to hepatocyte growth factor (HGF)	The routine study of human malaria liver-stage biology in vitro is hampered by low infection efficiency of human hepatocellular carcinoma (HCC) lines (<0.1%), poor understanding of steady-state HCC biology, and lack of appropriate tools for trace sample analysis. HC-04 is the only HCC that supports complete development of human malaria parasites. We hypothesized that HCCs are in various intermediate stages of the epithelial-mesenchymal transition (EMT) and HC-04s retain epithelial characteristics that permit infection. We developed an novel analytical approach to test this hypothesis viz. the HC-04 response to hepatocyte growth factor (HGF). We used online two-dimensional liquid chromatography tandem mass spectrometry (2D-LC-MS/MS) to quantify protein expression profiles in HC-04 pre-/post-HGF treatment and validated these results by RT-qPCR and microscopy. We successfully increased protein identification efficiency over offline-2D methods by 12-fold using less sample material, allowing robust protein quantification. We observed expected up-regulation and down-regulation of EMT protein markers in response to HGF, but also unexpected cellular responses. HC-04 is thus susceptible to HGF-mediated signaling but to a lesser degree than what we observed for HepG2, a widely used, but poor malaria HCC model.  Our analytical approach to understanding the basic biology of HC-04 helps us understand the factors that may influence its utility as a model for malaria liver-stage development. We observed that HC-04 treatment with HGF prior to the addition of Plasmodium falciparum sporozoites did not facilitate cell invasion, arguing for unlinking the effect of HGF on malaria liver stage development from hepatocyte invasion. Finally, our 2D-LC-MS/MS approach and broadly applicable experimental strategy should prove useful in the analysis of various hepatocyte-pathogen interactions, tumor progression and early disease events.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD000682
Proteomics identifies markers of MAPKi resistance offering new therapeutic strategies in melanoma- Cytoplasmic (cyt), nuclear (ne) and secreted (sn) proteins of MAPKi sensitive melanoma cells	MAPK inhibitors (MAPKi) show outstanding clinical response rates in melanoma patients harbouring BRAF mutations, but resistance is common. High-throughput, subcellular proteome analyses at two different MS laboratories and RNA-seq on two panels of primary melanoma cells that were either sensitive or MAPKi resistant, revealed that only fifteen proteins were sufficient to discriminate between resistant and sensitive cells. The two proteins with the highest discriminatory power were PTRF and IGFBP7, both highly upregulated in the resistant cells. They were associated with epithelial-mesenchymal transition (EMT) and are mechanistically linked. Knock-out of PTRF revealed targets involved in lysosomal activation, endocytosis, pH regulation, EMT, TGFbeta signalling and cell migration and adhesion. In addition, immunohistochemistry on patient samples showed that PTRF and IGFBP7 expression levels were significant biomarkers of poor progression free survival under MAPKi treatment. A drug screen of MAPKi resistant cells using a 960-compound kinase modulator library identified two lead compounds that were effective in targeting MAPKi resistant cells.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD005432
Lysine Acetylation Dynamics -  The Tec Kinase-Regulated Phosphoproteome Reveals a Mechanism for the Regulation of Inhibitory Signals in Murine Macrophages	Cultured carcinoma cells were stimulated with growth factors and lysine acetylation and/or tyrosine phosphorylation dynamics were quantified.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD002013
Comprehensive Assessment of Proteins Regulated by Dexamethasone Reveals Novel Effects in Primary Human Peripheral Blood Mononuclear Cells - nuclear proteins of dexamethasone-treated inflammatory stimulated cells	Inflammation is a physiological process involved in many diseases. Monitoring proteins involved in regulatory effects may help to improve our understanding of inflammation. We have analyzed proteome alterations induced in peripheral blood mononuclear cells (PBMCs) upon inflammatory activation in great detail using high resolution mass spectrometry. Moreover, the activated cells were treated with dexamethasone to investigate their response to this antiphlogistic drug. From a total of 6886 identified proteins, 469 proteins were significantly regulated upon inflammatory activation. Most of these proteins were counter-regulated by dexamethasone, with some exceptions concerning members of the interferon-induced protein family. To confirm some of these results, we performed targeted MRM analyses of selected peptides. The inflammation-induced up-regulation of proteins such as IL-1beta, IL-6, CXCL2 and GROα was confirmed, however with strong quantitative inter-individual differences. Furthermore, the inability of dexamethasone to down-regulate inflammation-induced proteins such as PTX3 and TSG6 was clearly demonstrated. In conclusion, the relation of cell function as well as drug-induced modulation thereof was successfully mapped to proteomes, suggesting targeted analysis as a novel and powerful drug evaluation method. While most consequences of dexamethasone were found compatible with the expected way of action, some unexpected but significant observations may relate with adverse effects.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD001421
CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is AB5600, part 3 of 3	The fresh cells as described above were harvested and lysed in buffer containing 8 M Urea, 50 mM NH4HCO3 and 5 mM IAA. The total cell lysates were centrifuged with 12,000 g for 10 min at 4 degrees Celsius to remove cell debris, and 1.5 mg proteins for each cell line were followed by sequential in-solution protein digestion by Lys-C and trypsin at 37 degrees Celsius respectively. The tryptic peptides were cleaned by C18 Sep-Pak column (Waters UK Ltd, Manchester, UK). The mass spectrometer used in this dataset was Triple TOF 5600 (AB SCIEX, Concord, ON). The dataset was produced with two technical replicates and 24 fractions per repeat. The database searching procedure was achieved using Mascot v2.3. The database is Swiss-prot (release 2013 -6).	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD000535
Human cerebrospinal fluid exosome, LC-MSMS	Quantitative proteomics analysis of exosomes isolated from cerebrospinal fluid of neuromyelitis optica patients detected potential distinctive disease markers capable of differentiating from multiple sclerosis and idiopathic longitudinally extensive transverse myelitis.  Exosomes were enriched with high purity using differential centrifugation from pooled cerebrospinal fluids.  The sample pooling strategy included pre-classification by cytokine level, which improved target molecule identification by providing enhanced fold change ratios and lower p-values when the subsets with high-cytokines were compared to each other.  In addition to the spectral counts and label-free quantification, orthogonal quantitative validation was performed using tandem mass spectrometry analysis via UPLC and Orbitrap or Q-Exactive Hybrid Quadrupole-Orbitrap instrumentation.  The proteomic datasets with 442 significant exosomal proteins detected putative disease specific biomarkers, glial fibrillary acidic protein and fibronectin for neuromyelitis optica and multiple sclerosis, respectively.  Additional investigation of expressions of glial fibrillary acidic protein and fibronectin revealed their presence in intact exosomes as detected by flow cytometry.  ELISA measurement of glial fibrillary acidic protein within individual samples demonstrated diagnostic applicability by appropriately clustering disease groups.  Expression levels of target molecules from label-free quantification were in good agreement with those from Western blotting.  Finally, MetaCore pathway analysis of identified proteins supported the involvement of these proteins in disease progression via neurological pathway involvement.  This comprehensive study suggests that the exosomal proteomics approach of cerebrospinal fluid can be applied to the identification and characterization of inflammatory disorders in central nervous system.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD002424
Quest for missing proteins in the human spermatozoa: an update	Here, we report work as part of C-HPP initiatives on chromosomes 14 (France) and 2 (Switzerland) aiming to identify missing proteins in ejaculated human spermatozoa using multiple MS-based and antibodies-based validation approaches	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD003947
Protein accumulation post-LASIK surgery in granular corneal dystrophy type II patients involves altered proteolytic processing of transforming growth factor beta-induced protein (TGFBIp)	his study present the protein profile of diseased cornea from granular corneal dystrophy patients developing protein accumulation after LASIK surgery. Extracted ion chromatography (XIC) label free quantification was perform using Mascot Distiller software. In addition, 2D-PAGE followed by western blot against the mutated protein TGFBIp that cause the protein accumulation in the cornea, was examined and compared to normal corneal tissue.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD001997
Multi-omics analysis of serum samples demonstrates reprogramming of organ functions via systemic calcium mobilization and platelet activation in metastatic melanoma patients - proteins from serum samples of healthy donors	Pathophysiology of cancer-associated syndroms such as cachexia is poorly understood and no routine biomarkers have been established, yet. Using shotgun proteomics, known marker molecules including PMEL, CRP, SAA and CSPG4 were found deregulated in patients with metastatic melanoma. Targeted analysis of 58 selected proteins with multiple reaction monitoring was applied for independent data verification. In three patients, two of which suffered from cachexia, a tissue damage signature was determined, consisting on nine proteins, PLTP, CD14, TIMP1, S10A8, S10A9, GP1BA, PTPRJ, CD44 and CO4A, as well as increased levels of glycine and asparagine, and decreased levels of polyunsaturated phosphatidylcholine concentrations, as determined by targeted metabolomics. Remarkably, these molecules are known to be involved in key processes of cancer cachexia. Based on these results, we propose a model how metastatic melanoma may lead to reprogramming of organ functions via formation of platelet activating factors from long-chain polyunsaturated phosphatidylcholines under oxidative conditions and via systemic induction of intracellular calcium mobilization. Calcium mobilization in platelets was demonstrated to regulate several of these marker molecules. Additionally, platelets from melanoma patients proved to be in a rather exhausted state, and platelet-derived eicosanoids implicated in tumor growth were found massively increased in blood from three melanoma patients. Platelets were thus identified as important source of serum protein and lipid alterations in late stage melanoma patients. As a result, the proposed model describes the crosstalk between lipolysis of fat tissue and muscle wasting mediated by oxidative stress, resulting in the metabolic deregulations characteristic for cachexia.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD004626
HCC progression -  Quantitative proteome analysis reveals the correlation between endocytosis-associated proteins and hepatocellular carcinoma dedifferentiation	Endocytosis is a cellular function which is likely to take part in HCC development due to its important role in regulating the abundances of vital signaling receptors. In this study, we aimed to investigate the expression of endocytosis-associated proteins in HCCs with various differentiation grades. Therefore, we analyzed 36 tissue specimens from HCC patients via label-free LC-MS/MS including 19 HCC tissue samples with different degrees of histological grades and 17 corresponding non-tumorous tissue controls.  Following label-free analysis the abundances of SCAMP3 and CLTC were immunohistochemically examined in tissue sections of 84 HCC patients. We demonstrate the novel association of several endocytosis-associated proteins, in particular SCAMP3 with HCC progression.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD003552
Label-free proteomics reveal that plasma protein expression differs between colorectal cancer patients according to tumor stage, location, patient survival, preoperative radiotherapy status, or gender.	Colorectal cancer (CRC) is the third most common cancer worldwide and is a heterogeneous disease, with differences between cancer in the right colon, left colon, and rectum. In this study, plasma samples from CRC patients with varying stage (II or III), primary tumor location (right colon, left colon, or rectum) and survival (survived or died due to CRC) were studied with quantitative label-free proteomics using ultra-definition MSE. Patients were also divided into subgroups based on preoperative radiotherapy status and gender. Further analysis subsequently identified multiple plasma proteins whose expression differed depending on tumor stage, location, patient survival, preoperative radiotherapy status, or gender.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013150
Validation of a novel shotgun proteomic workflow for the discovery of protein-protein interactions: focus on ZNF521	The study of protein-protein interactions is increasingly relying on mass spectrometry (MS). The classical approach of separating immunoprecipitated proteins by SDS-PAGE followed by in-gel digestion is long and labour-intensive. Besides, it is difficult to integrate it with most quantitative MS-based workflows, except for stable isotopic labelling of amino acids in cell culture (SILAC). This work describes a fast, flexible and quantitative workflow for the discovery of novel proteinprotein interactions. A cleavable cross-linker, dithiobis[succinimidyl propionate] (DSP), is utilized to stabilize protein complexes before immunoprecipitation. Protein complex detachment from the antibody is achieved by limited proteolysis. Finally, protein quantitation is performed via 18O labelling. The workflow has been optimized concerning: (i) DSP concentration and (ii) incubation times for limited proteolysis, using the stem cell-associated transcription co-factor ZNF521 as a model target. The interaction of ZNF521 with the core components of the nuclear remodelling and histone deacetylase (NuRD) complex, already reported in the literature, was confirmed. Additionally, interactions with newly discovered molecular partners of potentially relevant functional role, such as ZNF423, Spt16, Spt5, were discovered and validated by Western blotting.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD001609
Human “free-N-terminome” analysis	The high throughput characterization of protein N-termini is becoming an emerging challenge in the proteomics and proteogenomics fields. The present study describes the N-terminal oriented analysis of human mitochondria enriched samples by the trimethoxyphenyl phosphonium (TMPP) labeling approach (N-TOP and dN-TOP approaches (Gallien et al, 2009, Bertaccini et al. 2013)). The dN-TOP strategy based on a double light/heavy TMPP labeling has been optimized in order to  improve and automate the workflow for efficient, fast and reliable high throughput N-terminome analysis.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD001521
